t,T1,Q1
2613,37.012,0.0
2614,36.883,0.0
2615,36.722,0.0
2616,36.722,0.0
2617,36.496,0.0
2618,36.399,0.0
2619,36.367,0.0
2620,36.142,0.0
2621,36.013,0.0
2622,35.916,0.0
2623,35.723,0.0
2624,35.69,0.0
2625,35.4,0.0
2626,35.465,0.0
2627,35.304,0.0
2628,35.078,0.0
2629,34.949,0.0
2630,34.756,0.0
2631,34.756,0.0
2632,34.434,0.0
2633,34.434,0.0
2634,34.305,0.0
2635,34.111,0.0
2636,34.111,0.0
2637,33.918,0.0
2638,33.789,0.0
2639,33.757,0.0
2640,33.499,0.0
2641,33.467,0.0
2642,33.37,0.0
2643,33.145,0.0
2644,33.016,0.0
2645,32.822,0.0
2646,32.822,0.0
2647,32.822,0.0
2648,32.532,0.0
2649,32.532,0.0
2650,32.436,0.0
2651,32.274,0.0
2652,32.178,0.0
2653,32.146,0.0
2654,31.888,0.0
2655,31.855,0.0
2656,31.855,0.0
2657,31.791,0.0
2658,31.533,0.0
2659,31.533,0.0
2660,31.533,0.0
2661,31.437,0.0
2662,31.211,0.0
2663,31.211,0.0
2664,31.211,0.0
2665,31.05,0.0
2666,30.889,0.0
2667,30.889,0.0
2668,30.856,0.0
2669,30.599,0.0
2670,30.599,0.0
2671,30.566,0.0
2672,30.566,0.0
2673,30.309,0.0
2674,30.309,0.0
2675,30.276,0.0
2676,30.244,0.0
2677,30.115,0.0
2678,29.922,0.0
2679,29.922,0.0
2680,29.793,0.0
2681,29.6,0.0
2682,29.6,0.0
2683,29.6,0.0
2684,29.471,0.0
2685,29.31,0.0
2686,29.342,0.0
2687,29.277,0.0
2688,29.213,0.0
2689,29.181,0.0
2690,29.148,0.0
2691,28.987,0.0
2692,28.955,0.0
2693,28.955,0.0
2694,28.891,0.0
2695,28.729,0.0
2696,28.665,0.0
2697,28.633,0.0
2698,28.633,0.0
2699,28.536,0.0
2700,28.472,0.0
2701,28.343,0.0
2702,28.311,0.0
2703,28.246,0.0
2704,28.311,0.0
2705,28.085,0.0
2706,28.021,0.0
2707,27.956,0.0
2708,27.956,0.0
2709,27.956,0.0
2710,27.763,0.0
2711,27.666,0.0
2712,27.666,0.0
2713,27.666,0.0
2714,27.634,0.0
2715,27.537,0.0
2716,27.376,0.0
2717,27.344,0.0
2718,27.344,0.0
2719,27.312,0.0
2720,27.279,0.0
2721,27.118,0.0
2722,27.021,0.0
2723,27.021,0.0
2724,27.021,0.0
2725,27.021,0.0
2726,26.828,0.0
2727,26.699,0.0
2728,26.699,0.0
2729,26.667,0.0
2730,26.699,0.0
2731,26.667,0.0
2732,26.474,0.0
2733,26.409,0.0
2734,26.377,0.0
2735,26.377,0.0
2736,26.377,0.0
2737,26.313,0.0
2738,26.313,0.0
2739,26.119,0.0
2740,26.087,0.0
2741,26.087,0.0
2742,26.055,0.0
2743,26.055,0.0
2744,26.474,1.0
2745,26.538,1.0
2746,26.377,1.0
2747,26.248,1.0
2748,26.313,1.0
2749,26.409,1.0
2750,26.184,1.0
2751,26.248,1.0
2752,26.184,1.0
2753,26.184,1.0
2754,26.345,1.0
2755,26.248,1.0
2756,26.216,1.0
2757,26.57,1.0
2758,26.506,1.0
2759,26.409,1.0
2760,26.506,1.0
2761,26.699,1.0
2762,26.667,1.0
2763,26.828,1.0
2764,26.86,1.0
2765,27.118,1.0
2766,27.215,1.0
2767,27.247,1.0
2768,27.473,1.0
2769,27.569,1.0
2770,27.537,1.0
2771,27.698,1.0
2772,27.924,1.0
2773,27.956,1.0
2774,28.278,1.0
2775,28.311,1.0
2776,28.375,1.0
2777,28.729,1.0
2778,28.858,1.0
2779,28.762,1.0
2780,29.181,1.0
2781,29.406,1.0
2782,29.374,1.0
2783,29.6,1.0
2784,29.825,1.0
2785,30.115,1.0
2786,30.147,1.0
2787,30.373,1.0
2788,30.663,1.0
2789,30.728,1.0
2790,30.889,1.0
2791,31.146,1.0
2792,31.437,1.0
2793,31.437,1.0
2794,31.791,1.0
2795,31.984,1.0
2796,32.081,1.0
2797,32.371,1.0
2798,32.564,1.0
2799,32.5,1.0
2800,32.919,1.0
2801,32.951,1.0
2802,33.273,1.0
2803,33.241,1.0
2804,33.628,1.0
2805,33.725,1.0
2806,33.95,1.0
2807,34.176,1.0
2808,34.627,1.0
2809,34.595,1.0
2810,34.949,1.0
2811,35.207,1.0
2812,35.207,1.0
2813,35.529,1.0
2814,35.852,1.0
2815,35.948,1.0
2816,36.045,1.0
2817,36.271,1.0
2818,36.561,1.0
2819,36.496,1.0
2820,36.786,1.0
2821,37.076,1.0
2822,37.141,1.0
2823,37.431,1.0
2824,37.656,1.0
2825,37.914,1.0
2826,38.043,1.0
2827,38.107,1.0
2828,38.236,1.0
2829,38.559,1.0
2830,38.752,1.0
2831,38.752,1.0
2832,39.074,1.0
2833,39.203,1.0
2834,39.396,1.0
2835,39.429,1.0
2836,39.88,1.0
2837,40.009,1.0
2838,39.977,1.0
2839,40.267,1.0
2840,40.428,1.0
2841,40.686,1.0
2842,40.557,1.0
2843,41.072,1.0
2844,41.008,1.0
2845,41.266,1.0
2846,41.395,1.0
2847,41.652,1.0
2848,41.685,1.0
2849,41.813,1.0
2850,42.136,1.0
2851,42.329,1.0
2852,42.361,1.0
2853,42.555,1.0
2854,42.684,1.0
2855,42.458,1.0
2856,42.877,1.0
2857,43.006,1.0
2858,43.167,1.0
2859,43.264,1.0
2860,43.264,1.0
2861,43.425,1.0
2862,43.779,1.0
2863,43.65,1.0
2864,43.779,1.0
2865,44.069,1.0
2866,44.327,1.0
2867,44.166,1.0
2868,44.424,1.0
2869,44.488,1.0
2870,44.714,1.0
2871,44.617,1.0
2872,44.843,1.0
2873,44.875,1.0
2874,45.036,1.0
2875,44.972,1.0
2876,45.197,1.0
2877,45.455,1.0
2878,45.552,1.0
2879,45.552,1.0
2880,45.681,1.0
2881,45.745,1.0
2882,45.874,1.0
2883,46.035,1.0
2884,45.874,1.0
2885,46.196,1.0
2886,46.422,1.0
2887,46.583,1.0
2888,46.551,1.0
2889,46.712,1.0
2890,46.841,1.0
2891,47.034,1.0
2892,47.099,1.0
2893,47.356,1.0
2894,47.55,1.0
2895,47.711,1.0
2896,47.872,1.0
2897,47.808,1.0
2898,48.065,1.0
2899,48.13,1.0
2900,48.227,1.0
2901,48.259,1.0
2902,48.517,1.0
2903,48.678,1.0
2904,48.742,1.0
2905,48.839,1.0
2906,49.064,1.0
2907,49.193,1.0
2908,49.258,1.0
2909,49.387,1.0
2910,49.548,1.0
2911,49.838,1.0
2912,49.677,1.0
2913,49.741,1.0
2914,50.128,1.0
2915,49.967,1.0
2916,50.096,1.0
2917,50.225,1.0
2918,50.192,1.0
2919,50.515,1.0
2920,50.418,1.0
2921,50.386,1.0
2922,50.708,1.0
2923,50.676,1.0
2924,50.676,1.0
2925,50.869,1.0
2926,50.966,1.0
2927,50.901,1.0
2928,50.998,1.0
2929,51.256,1.0
2930,51.32,1.0
2931,51.353,1.0
2932,51.417,1.0
2933,51.771,1.0
2934,51.643,1.0
2935,51.707,1.0
2936,51.933,1.0
2937,51.997,1.0
2938,52.062,1.0
2939,52.062,1.0
2940,51.997,1.0
2941,52.158,1.0
2942,52.287,1.0
2943,52.255,1.0
2944,52.223,1.0
2945,52.545,1.0
2946,52.126,0.0
2947,52.158,0.0
2948,52.158,0.0
2949,52.19,0.0
2950,52.223,0.0
2951,52.384,0.0
2952,52.319,0.0
2953,52.352,0.0
2954,52.352,0.0
2955,52.287,0.0
2956,52.352,0.0
2957,52.48,0.0
2958,52.319,0.0
2959,52.287,0.0
2960,52.384,0.0
2961,52.448,0.0
2962,52.448,0.0
2963,52.352,0.0
2964,52.416,0.0
2965,52.448,0.0
2966,52.352,0.0
2967,52.158,0.0
2968,52.158,0.0
2969,52.158,0.0
2970,52.158,0.0
2971,52.062,0.0
2972,51.868,0.0
2973,51.868,0.0
2974,51.804,0.0
2975,51.675,0.0
2976,51.546,0.0
2977,51.514,0.0
2978,51.224,0.0
2979,51.191,0.0
2980,50.901,0.0
2981,50.869,0.0
2982,50.837,0.0
2983,50.547,0.0
2984,50.547,0.0
2985,50.515,0.0
2986,50.257,0.0
2987,50.192,0.0
2988,49.902,0.0
2989,49.902,0.0
2990,49.612,0.0
2991,49.548,0.0
2992,49.258,0.0
2993,49.129,0.0
2994,48.936,0.0
2995,48.936,0.0
2996,48.646,0.0
2997,48.613,0.0
2998,48.355,0.0
2999,48.291,0.0
